Time,Open,High,Low,Close,Change,Volume
04/21/09,831.25,850.09,826.83,850.08,17.69,0
04/20/09,863.16,863.16,832.39,832.39,-37.21,0
04/17/09,865.18,875.63,860.87,869.6,4.3000000000001,0
04/16/09,854.54,870.35,847.04,865.3,13.24,0
04/15/09,839.44,852.93,835.58,852.06,10.56,0
04/14/09,856.88,856.88,840.25,841.5,-17.23,0
04/13/09,855.33,864.31,845.35,858.73,2.1700000000001,0
04/09/09,829.29,856.91,829.29,856.56,31.4,0
04/08/09,816.76,828.42,814.84,825.16,9.61,0
04/07/09,834.12,834.12,814.53,815.55,-19.93,0
04/06/09,837.58,837.58,822.79,835.48,-7.02,0
04/03/09,835.13,842.5,826.85,842.5,8.12,0
04/02/09,814.53,845.61,814.53,834.38,23.3,0
04/01/09,793.59,813.62,783.32,811.08,13.21,0
03/31/09,790.88,810.48,790.88,797.87,10.34,0
03/30/09,809.07,809.07,779.87,787.53,-28.41,0
03/27/09,828.68,828.68,813.43,815.94,-16.92,0
03/26/09,814.06,832.98,814.06,832.86,18.98,0
03/25/09,806.81,826.78,791.37,813.88,7.63,0
03/24/09,820.6,823.65,805.48,806.25,-16.67,0
03/23/09,776.71,823.37,776.71,822.92,54.38,0
03/20/09,784.58,788.91,766.2,768.54,-15.5,0
03/19/09,797.92,803.24,781.82,784.04,-10.31,0
03/18/09,776.01,801.4,765.64,794.35,16.23,0
03/17/09,753.88,778.12,749.93,778.12,24.23,0
03/16/09,758.84,774.53,753.37,753.89,-2.66,0
03/13/09,750.74,758.29,742.46,756.55,5.8099999999999,0
03/12/09,721.36,752.63,714.76,750.74,29.38,0
03/11/09,719.6,731.92,713.85,721.36,1.76,0
03/10/09,676.53,719.6,676.53,719.6,43.07,0
03/09/09,676.53,695.27,672.88,676.53,-6.85,0
03/06/09,682.55,699.09,666.79,683.38,0.83000000000004,0
03/05/09,712.87,712.87,677.93,682.55,-30.32,0
03/04/09,696.33,724.12,696.33,712.87,16.54,0
03/03/09,700.82,711.67,692.3,696.33,-4.49,0
03/02/09,735.09,735.09,700.82,700.82,-34.27,0
02/27/09,752.83,752.83,734.52,735.09,-17.74,0
02/26/09,764.9,779.42,751.75,752.83,-12.07,0
02/25/09,773.14,780.12,752.89,764.9,-8.24,0
02/24/09,743.33,775.49,743.33,773.14,29.81,0
02/23/09,770.05,777.85,742.37,743.33,-26.72,0
02/20/09,778.94,778.94,754.25,770.05,-8.8900000000001,0
02/19/09,788.42,797.58,777.03,778.94,-9.4799999999999,0
02/18/09,789.17,796.17,780.43,788.42,-0.75,0
02/17/09,826.84,826.84,789.17,789.17,-37.67,0
02/13/09,835.19,839.43,825.21,826.84,-8.35,0
02/12/09,833.74,835.48,808.06,835.19,1.45,0
02/11/09,827.16,838.22,822.3,833.74,6.58,0
02/10/09,869.89,869.89,822.99,827.16,-42.73,0
02/09/09,868.6,875.01,861.65,869.89,1.29,0
02/06/09,845.85,870.75,845.42,868.6,22.75,0
02/05/09,832.23,850.55,819.91,845.85,13.62,0
02/04/09,838.51,851.85,829.18,832.23,-6.28,0
02/03/09,825.44,842.6,821.98,838.51,13.07,0
02/02/09,825.88,830.78,812.87,825.44,-0.43999999999994,0
01/30/09,845.14,851.66,821.67,825.88,-19.26,0
01/29/09,874.09,874.09,844.15,845.14,-28.95,0
01/28/09,845.71,877.86,845.71,874.09,28.38,0
01/27/09,836.57,850.45,835.4,845.71,9.14,0
01/26/09,831.95,852.53,827.69,836.57,4.62,0
01/23/09,827.5,838.61,806.07,831.95,4.45,0
01/22/09,840.24,840.24,811.29,827.5,-12.74,0
01/21/09,805.22,841.72,804.3,840.24,35.02,0
01/20/09,850.12,850.12,804.47,805.22,-44.9,0
01/16/09,843.74,858.13,830.66,850.12,6.38,0
01/15/09,842.62,851.59,817.04,843.74,1.12,0
01/14/09,871.79,871.79,836.93,842.62,-29.17,0
01/13/09,870.26,877.02,862.02,871.79,1.53,0
01/12/09,890.35,890.4,864.32,870.26,-20.09,0
01/09/09,909.73,911.93,888.31,890.35,-19.38,0
01/08/09,906.65,910,896.81,909.73,3.08,0
01/07/09,934.7,934.7,902.37,906.65,-28.05,0
01/06/09,927.45,943.85,927.28,934.7,7.25,0
01/05/09,931.8,936.63,919.53,927.45,-4.3499999999999,0
01/02/09,903.25,934.73,899.35,931.8,28.55,0
12/31/08,890.64,910.32,889.67,903.25,12.61,0
12/30/08,869.42,891.12,869.42,890.64,21.22,0
12/29/08,872.8,873.7,857.07,869.42,-3.38,0
12/26/08,868.15,873.74,866.52,872.8,4.65,0
12/24/08,863.16,869.79,861.44,868.15,4.99,0
12/23/08,871.63,880.44,860.1,863.16,-8.47,0
12/22/08,887.88,887.88,857.09,871.63,-16.25,0
12/19/08,885.28,905.47,883.02,887.88,2.6,0
12/18/08,904.42,911.02,877.44,885.28,-19.14,0
12/17/08,913.18,918.85,895.94,904.42,-8.76,0
12/16/08,868.57,914.66,868.57,913.18,44.61,0
12/15/08,879.73,884.63,857.72,868.57,-11.16,0
12/12/08,873.59,883.24,851.35,879.73,6.14,0
12/11/08,899.24,904.63,868.73,873.59,-25.65,0
12/10/08,888.67,908.27,885.45,899.24,10.57,0
12/09/08,909.7,916.26,885.38,888.67,-21.03,0
12/08/08,876.07,918.57,876.07,909.7,33.63,0
12/05/08,845.22,879.42,818.41,876.07,30.85,0
12/04/08,870.74,875.6,833.6,845.22,-25.52,0
12/03/08,848.81,873.12,827.6,870.74,21.93,0
12/02/08,816.21,850.54,816.21,848.81,32.6,0
12/01/08,896.24,896.24,815.69,816.21,-80.03,0
11/28/08,887.68,896.25,881.21,896.24,8.5600000000001,0
11/26/08,857.39,887.68,841.37,887.68,30.29,0
11/25/08,851.81,868.94,834.99,857.39,5.58,0
11/24/08,800.03,865.6,800.03,851.81,51.78,0
11/21/08,752.44,801.2,741.02,800.03,47.59,0
11/20/08,806.58,820.52,747.78,752.44,-54.14,0
11/19/08,859.12,864.57,806.18,806.58,-52.54,0
11/18/08,850.75,865.9,826.84,859.12,8.37,0
11/17/08,873.29,882.29,848.98,850.75,-22.54,0
11/14/08,911.29,916.88,869.88,873.29,-38,0
11/13/08,852.3,913.01,818.69,911.29,58.99,0
11/12/08,898.95,898.95,850.48,852.3,-46.65,0
11/11/08,919.21,919.21,884.9,898.95,-20.26,0
11/10/08,930.99,951.95,907.47,919.21,-11.78,0
11/07/08,904.88,931.46,904.88,930.99,26.11,0
11/06/08,952.77,952.77,899.73,904.88,-47.89,0
11/05/08,1005.75,1005.75,949.86,952.77,-52.98,0
11/04/08,966.3,1007.51,966.3,1005.75,39.45,0
11/03/08,968.75,975.57,958.82,966.3,-2.45,0
10/31/08,954.09,984.38,944.59,968.75,14.66,0
10/30/08,930.09,963.23,928.5,954.09,24,0
10/29/08,940.51,969.97,922.26,930.09,-10.42,0
10/28/08,848.92,940.51,845.27,940.51,91.59,0
10/27/08,876.77,893.78,846.75,848.92,-27.85,0
10/24/08,908.11,908.11,852.85,876.77,-31.34,0
10/23/08,896.78,922.83,858.44,908.11,11.33,0
10/22/08,955.05,955.05,875.81,896.78,-58.27,0
10/21/08,985.4,985.44,952.47,955.05,-30.35,0
10/20/08,940.55,985.4,940.55,985.4,44.85,0
10/17/08,946.43,984.64,918.74,940.55,-5.88,0
10/16/08,907.84,947.71,865.83,946.43,38.59,0
10/15/08,998.01,998.01,903.99,907.84,-90.17,0
10/14/08,1003.35,1044.31,972.07,998.01,-5.34,0
10/13/08,899.22,1006.93,899.22,1003.35,104.13,0
10/10/08,909.92,936.36,839.8,899.22,-10.7,0
10/09/08,984.94,1005.25,909.19,909.92,-75.02,0
10/08/08,996.23,1021.06,970.97,984.94,-11.29,0
10/07/08,1056.89,1072.91,996.23,996.23,-60.66,0
10/06/08,1099.23,1099.23,1007.97,1056.89,-42.34,0
10/03/08,1114.28,1153.82,1098.14,1099.23,-15.05,0
10/02/08,1161.06,1161.06,1111.43,1114.28,-46.78,0
10/01/08,1164.74,1167.03,1140.77,1161.06,-3.6800000000001,0
09/30/08,1106.42,1168.03,1106.42,1164.74,58.32,0
09/29/08,1213.27,1213.27,1106.42,1106.42,-106.85,0
09/26/08,1209.18,1215.77,1187.54,1213.27,4.0899999999999,0
09/25/08,1185.87,1220.03,1185.87,1209.18,23.31,0
09/24/08,1188.22,1197.41,1179.79,1185.87,-2.3500000000001,0
09/23/08,1207.09,1221.15,1187.06,1188.22,-18.87,0
09/22/08,1255.08,1255.37,1205.61,1207.09,-47.99,0
09/19/08,1206.51,1265.12,1206.51,1255.08,48.57,0
09/18/08,1156.39,1211.14,1133.5,1206.51,50.12,0
09/17/08,1213.6,1213.6,1155.88,1156.39,-57.21,0
09/16/08,1192.7,1214.07,1169.28,1213.6,20.9,0
09/15/08,1251.7,1251.7,1192.7,1192.7,-59,0
09/12/08,1249.05,1255.09,1233.81,1251.7,2.6500000000001,0
09/11/08,1232.04,1249.98,1211.54,1249.05,17.01,0
09/10/08,1224.51,1243.9,1221.6,1232.04,7.53,0
09/09/08,1267.79,1268.66,1224.51,1224.51,-43.28,0
09/08/08,1242.31,1274.42,1242.31,1267.79,25.48,0
09/05/08,1236.83,1244.94,1217.23,1242.31,5.48,0
09/04/08,1274.98,1274.98,1232.83,1236.83,-38.15,0
09/03/08,1277.58,1280.6,1265.59,1274.98,-2.5999999999999,0
09/02/08,1282.83,1303.04,1272.2,1277.58,-5.25,0
08/29/08,1300.68,1300.68,1282.74,1282.83,-17.85,0
08/28/08,1281.66,1300.68,1281.66,1300.68,19.02,0
08/27/08,1271.51,1285.05,1270.03,1281.66,10.15,0
08/26/08,1266.84,1275.65,1263.21,1271.51,4.6700000000001,0
08/25/08,1292.2,1292.2,1264.87,1266.84,-25.36,0
08/22/08,1277.72,1293.09,1277.59,1292.2,14.48,0
08/21/08,1274.54,1281.4,1265.22,1277.72,3.1800000000001,0
08/20/08,1266.69,1276.01,1261.16,1274.54,7.8499999999999,0
08/19/08,1278.6,1278.6,1263.11,1266.69,-11.91,0
08/18/08,1298.2,1300.22,1274.51,1278.6,-19.6,0
08/15/08,1292.93,1302.05,1290.74,1298.2,5.27,0
08/14/08,1285.83,1300.11,1276.84,1292.93,7.1000000000001,0
08/13/08,1289.59,1294.03,1274.86,1285.83,-3.76,0
08/12/08,1305.32,1305.32,1285.64,1289.59,-15.73,0
08/11/08,1296.32,1313.15,1291.41,1305.32,9,0
08/08/08,1266.07,1297.85,1262.11,1296.32,30.25,0
08/07/08,1289.19,1289.19,1264.29,1266.07,-23.12,0
08/06/08,1284.88,1291.67,1276,1289.19,4.3099999999999,0
08/05/08,1249.01,1284.88,1249.01,1284.88,35.87,0
08/04/08,1260.31,1260.49,1247.45,1249.01,-11.3,0
08/01/08,1267.38,1270.52,1254.54,1260.31,-7.0700000000002,0
07/31/08,1284.26,1284.93,1265.97,1267.38,-16.88,0
07/30/08,1263.2,1284.33,1263.2,1284.26,21.06,0
07/29/08,1234.37,1263.2,1234.37,1263.2,28.83,0
07/28/08,1257.76,1260.09,1234.37,1234.37,-23.39,0
07/25/08,1252.54,1263.23,1251.75,1257.76,5.22,0
07/24/08,1282.19,1283.22,1251.48,1252.54,-29.65,0
07/23/08,1277,1291.17,1276.06,1282.19,5.1900000000001,0
07/22/08,1260,1277.42,1248.83,1277,17,0
07/21/08,1260.68,1267.74,1255.7,1260,-0.68000000000006,0
07/18/08,1260.32,1262.23,1251.81,1260.68,0.36000000000013,0
07/17/08,1245.36,1262.31,1241.49,1260.32,14.96,0
07/16/08,1214.91,1245.52,1211.39,1245.36,30.45,0
07/15/08,1228.3,1234.35,1200.44,1214.91,-13.39,0
07/14/08,1239.49,1253.5,1225.01,1228.3,-11.19,0
07/11/08,1253.39,1257.27,1225.35,1239.49,-13.9,0
07/10/08,1244.69,1257.65,1236.76,1253.39,8.7,0
07/09/08,1273.7,1277.36,1244.57,1244.69,-29.01,0
07/08/08,1252.31,1274.17,1242.84,1273.7,21.39,0
07/07/08,1262.9,1273.95,1240.68,1252.31,-10.59,0
07/03/08,1261.52,1271.48,1252.01,1262.9,1.3800000000001,0
07/02/08,1284.91,1292.17,1261.51,1261.52,-23.39,0
07/01/08,1280,1285.31,1260.68,1284.91,4.9100000000001,0
06/30/08,1278.38,1290.31,1274.86,1280,1.6199999999999,0
06/27/08,1283.15,1289.45,1272,1278.38,-4.77,0
06/26/08,1321.97,1321.97,1283.15,1283.15,-38.82,0
06/25/08,1314.29,1335.63,1314.29,1321.97,7.6800000000001,0
06/24/08,1318,1326.02,1304.42,1314.29,-3.71,0
06/23/08,1317.93,1323.78,1315.31,1318,0.069999999999936,0
06/20/08,1342.83,1342.83,1314.46,1317.93,-24.9,0
06/19/08,1337.81,1347.66,1330.5,1342.83,5.02,0
06/18/08,1350.93,1350.93,1333.4,1337.81,-13.12,0
06/17/08,1360.14,1366.59,1350.54,1350.93,-9.21,0
06/16/08,1360.03,1364.7,1352.07,1360.14,0.11000000000013,0
06/13/08,1339.87,1360.03,1339.87,1360.03,20.16,0
06/12/08,1335.49,1353.03,1331.29,1339.87,4.3799999999999,0
06/11/08,1358.44,1358.44,1335.47,1335.49,-22.95,0
06/10/08,1361.76,1366.84,1351.56,1358.44,-3.3199999999999,0
06/09/08,1360.68,1370.63,1350.62,1361.76,1.0799999999999,0
06/06/08,1404.05,1404.05,1359.9,1360.68,-43.37,0
06/05/08,1377.2,1404.05,1377.2,1404.05,26.85,0
06/04/08,1377.65,1388.18,1371.74,1377.2,-0.45000000000005,0
06/03/08,1385.67,1393.12,1370.12,1377.65,-8.02,0
06/02/08,1400.38,1400.38,1377.79,1385.67,-14.71,0
05/30/08,1398.26,1404.46,1398.08,1400.38,2.1200000000001,0
05/29/08,1390.84,1406.32,1388.59,1398.26,7.4200000000001,0
05/28/08,1385.35,1391.25,1378.16,1390.84,5.49,0
05/27/08,1375.93,1387.4,1373.07,1385.35,9.4199999999998,0
05/23/08,1394.35,1394.35,1373.72,1375.93,-18.42,0
05/22/08,1390.71,1399.07,1390.23,1394.35,3.6399999999999,0
05/21/08,1413.4,1419.12,1388.81,1390.71,-22.69,0
05/20/08,1426.63,1426.63,1409.09,1413.4,-13.23,0
05/19/08,1425.35,1440.24,1421.63,1426.63,1.2800000000002,0
05/16/08,1423.57,1425.82,1414.35,1425.35,1.78,0
05/15/08,1408.66,1424.4,1406.87,1423.57,14.91,0
05/14/08,1403.04,1420.19,1403.04,1408.66,5.6200000000001,0
05/13/08,1403.58,1406.3,1396.26,1403.04,-0.53999999999996,0
05/12/08,1388.28,1404.06,1386.2,1403.58,15.3,0
05/09/08,1397.68,1397.68,1384.11,1388.28,-9.4000000000001,0
05/08/08,1392.57,1402.35,1389.39,1397.68,5.1100000000001,0
05/07/08,1418.26,1419.54,1391.16,1392.57,-25.69,0
05/06/08,1407.49,1421.57,1397.1,1418.26,10.77,0
05/05/08,1413.9,1415.34,1404.37,1407.49,-6.4100000000001,0
05/02/08,1409.34,1422.72,1406.25,1413.9,4.5600000000002,0
05/01/08,1385.59,1410.07,1383.07,1409.34,23.75,0
04/30/08,1390.94,1404.57,1384.25,1385.59,-5.3500000000001,0
04/29/08,1396.37,1397,1386.7,1390.94,-5.4299999999998,0
04/28/08,1397.84,1402.9,1394.4,1396.37,-1.47,0
04/25/08,1388.82,1399.11,1379.98,1397.84,9.02,0
04/24/08,1379.93,1397.72,1371.09,1388.82,8.8899999999999,0
04/23/08,1375.94,1387.87,1372.24,1379.93,3.99,0
04/22/08,1388.17,1388.17,1369.84,1375.94,-12.23,0
04/21/08,1390.33,1390.33,1379.25,1388.17,-2.1599999999999,0
04/18/08,1365.56,1395.9,1365.56,1390.33,24.77,0
04/17/08,1364.71,1368.6,1357.25,1365.56,0.84999999999991,0
04/16/08,1334.43,1365.49,1334.43,1364.71,30.28,0
04/15/08,1328.32,1337.72,1324.35,1334.43,6.1100000000001,0
04/14/08,1332.83,1335.64,1326.16,1328.32,-4.51,0
04/11/08,1360.55,1360.55,1331.21,1332.83,-27.72,0
04/10/08,1354.49,1367.24,1350.11,1360.55,6.0599999999999,0
04/09/08,1365.54,1368.39,1349.97,1354.49,-11.05,0
04/08/08,1372.54,1372.54,1360.62,1365.54,-7,0
04/07/08,1370.4,1386.74,1369.02,1372.54,2.1399999999999,0
04/04/08,1369.31,1380.91,1362.83,1370.4,1.0900000000001,0
04/03/08,1367.53,1375.66,1358.68,1369.31,1.78,0
04/02/08,1370.18,1377.95,1361.55,1367.53,-2.6500000000001,0
04/01/08,1322.7,1370.18,1322.7,1370.18,47.48,0
03/31/08,1315.22,1328.52,1312.81,1322.7,7.48,0
03/28/08,1325.76,1334.87,1312.95,1315.22,-10.54,0
03/27/08,1341.13,1345.62,1325.66,1325.76,-15.37,0
03/26/08,1352.99,1352.99,1336.41,1341.13,-11.86,0
03/25/08,1349.88,1357.47,1341.21,1352.99,3.1099999999999,0
03/24/08,1329.51,1359.68,1329.51,1349.88,20.37,0
03/20/08,1298.42,1330.67,1295.22,1329.51,31.09,0
03/19/08,1330.74,1341.51,1298.42,1298.42,-32.32,0
03/18/08,1276.6,1330.74,1276.6,1330.74,54.14,0
03/17/08,1288.14,1288.14,1256.98,1276.6,-11.54,0
03/14/08,1315.48,1321.47,1274.86,1288.14,-27.34,0
03/13/08,1308.77,1321.68,1282.11,1315.48,6.71,0
03/12/08,1320.65,1333.26,1307.86,1308.77,-11.88,0
03/11/08,1273.37,1320.65,1273.37,1320.65,47.28,0
03/10/08,1293.37,1295.01,1272.66,1273.37,-20,0
03/07/08,1304.34,1313.24,1282.43,1293.37,-10.97,0
03/06/08,1333.7,1333.7,1303.42,1304.34,-29.36,0
03/05/08,1326.75,1344.19,1320.22,1333.7,6.95,0
03/04/08,1331.34,1331.34,1307.39,1326.75,-4.5899999999999,0
03/03/08,1330.63,1335.13,1320.04,1331.34,0.70999999999981,0
02/29/08,1367.68,1367.68,1325.42,1330.63,-37.05,0
02/28/08,1380.02,1380.02,1363.16,1367.68,-12.34,0
02/27/08,1381.29,1388.34,1372,1380.02,-1.27,0
02/26/08,1371.8,1387.34,1363.29,1381.29,9.49,0
02/25/08,1353.11,1374.36,1346.03,1371.8,18.69,0
02/22/08,1342.53,1354.3,1327.04,1353.11,10.58,0
02/21/08,1360.03,1367.94,1339.34,1342.53,-17.5,0
02/20/08,1348.78,1363.71,1336.55,1360.03,11.25,0
02/19/08,1349.99,1367.28,1345.05,1348.78,-1.21,0
02/15/08,1348.86,1350,1338.13,1349.99,1.1300000000001,0
02/14/08,1367.21,1368.16,1347.31,1348.86,-18.35,0
02/13/08,1348.86,1369.23,1348.86,1367.21,18.35,0
02/12/08,1339.13,1362.1,1339.13,1348.86,9.7299999999998,0
02/11/08,1331.29,1341.4,1320.32,1339.13,7.8400000000001,0
02/08/08,1336.91,1341.22,1321.06,1331.29,-5.6200000000001,0
02/07/08,1326.45,1347.16,1316.75,1336.91,10.46,0
02/06/08,1336.64,1351.96,1324.34,1326.45,-10.19,0
02/05/08,1380.82,1380.82,1336.64,1336.64,-44.18,0
02/04/08,1395.42,1395.42,1379.69,1380.82,-14.6,0
02/01/08,1378.55,1396.02,1375.93,1395.42,16.87,0
01/31/08,1355.81,1385.62,1334.08,1378.55,22.74,0
01/30/08,1362.3,1385.86,1352.95,1355.81,-6.49,0
01/29/08,1353.96,1364.93,1350.19,1362.3,8.3399999999999,0
01/28/08,1330.61,1353.97,1322.26,1353.96,23.35,0
01/25/08,1352.07,1368.56,1327.5,1330.61,-21.46,0
01/24/08,1338.6,1355.15,1334.31,1352.07,13.47,0
01/23/08,1310.5,1339.09,1270.05,1338.6,28.1,0
01/22/08,1325.19,1325.19,1274.29,1310.5,-14.69,0
01/18/08,1333.25,1350.28,1312.51,1325.19,-8.0599999999999,0
01/17/08,1373.2,1377.72,1330.67,1333.25,-39.95,0
01/16/08,1380.95,1391.99,1364.27,1373.2,-7.75,0
01/15/08,1416.25,1416.25,1380.6,1380.95,-35.3,0
01/14/08,1401.02,1417.89,1401.02,1416.25,15.23,0
01/11/08,1420.33,1420.33,1394.83,1401.02,-19.31,0
01/10/08,1409.13,1429.09,1395.31,1420.33,11.2,0
01/09/08,1390.19,1409.19,1378.7,1409.13,18.94,0
01/08/08,1416.18,1430.28,1388.3,1390.19,-25.99,0
01/07/08,1411.63,1423.87,1403.45,1416.18,4.55,0
01/04/08,1447.16,1447.16,1411.19,1411.63,-35.53,0
01/03/08,1447.16,1456.8,1443.73,1447.16,0,0
01/02/08,1468.36,1471.77,1442.07,1447.16,-21.2,0
12/31/07,1478.49,1478.49,1465.13,1468.36,-10.13,0
12/28/07,1476.27,1488.01,1471.7,1478.49,2.22,0
12/27/07,1497.66,1497.66,1475.86,1476.27,-21.39,0
12/26/07,1496.45,1498.85,1488.2,1497.66,1.21,0
12/24/07,1484.46,1497.63,1484.46,1496.45,11.99,0
12/21/07,1460.12,1485.4,1460.12,1484.46,24.34,0
12/20/07,1453,1461.53,1447.22,1460.12,7.1199999999999,0
12/19/07,1454.98,1464.42,1445.31,1453,-1.98,0
12/18/07,1445.9,1460.16,1435.65,1454.98,9.0799999999999,0
12/17/07,1467.95,1467.95,1445.43,1445.9,-22.05,0
12/14/07,1488.41,1488.41,1467.78,1467.95,-20.46,0
12/13/07,1486.59,1489.4,1469.21,1488.41,1.8200000000002,0
12/12/07,1477.65,1511.96,1468.23,1486.59,8.9399999999998,0
12/11/07,1515.96,1523.57,1475.99,1477.65,-38.31,0
12/10/07,1504.66,1518.27,1504.66,1515.96,11.3,0
12/07/07,1507.34,1510.63,1502.66,1504.66,-2.6799999999998,0
12/06/07,1485.01,1508.02,1482.19,1507.34,22.33,0
12/05/07,1462.79,1486.09,1462.79,1485.01,22.22,0
12/04/07,1472.42,1472.42,1460.66,1462.79,-9.6300000000001,0
12/03/07,1481.14,1481.16,1470.08,1472.42,-8.72,0
11/30/07,1469.72,1488.94,1469.72,1481.14,11.42,0
11/29/07,1469.02,1473.81,1458.36,1469.72,0.70000000000005,0
11/28/07,1428.23,1471.62,1428.23,1469.02,40.79,0
11/27/07,1407.22,1429.49,1407.22,1428.23,21.01,0
11/26/07,1440.7,1446.09,1406.1,1407.22,-33.48,0
11/23/07,1416.77,1440.86,1416.77,1440.7,23.93,0
11/21/07,1439.7,1439.7,1415.64,1416.77,-22.93,0
11/20/07,1433.27,1452.64,1419.28,1439.7,6.4300000000001,0
11/19/07,1458.74,1458.74,1430.42,1433.27,-25.47,0
11/16/07,1451.15,1462.18,1443.99,1458.74,7.5899999999999,0
11/15/07,1470.58,1472.67,1443.49,1451.15,-19.43,0
11/14/07,1481.05,1492.14,1466.47,1470.58,-10.47,0
11/13/07,1439.18,1481.37,1439.18,1481.05,41.87,0
11/12/07,1453.7,1464.94,1438.53,1439.18,-14.52,0
11/09/07,1474.77,1474.77,1448.51,1453.7,-21.07,0
11/08/07,1475.62,1482.5,1450.31,1474.77,-0.84999999999991,0
11/07/07,1520.27,1520.27,1475.04,1475.62,-44.65,0
11/06/07,1502.17,1520.77,1499.07,1520.27,18.1,0
11/05/07,1509.65,1510.84,1489.95,1502.17,-7.48,0
11/02/07,1508.44,1513.15,1492.53,1509.65,1.21,0
11/01/07,1549.38,1549.38,1506.66,1508.44,-40.94,0
10/31/07,1531.02,1552.76,1529.4,1549.38,18.36,0
10/30/07,1540.98,1540.98,1529.55,1531.02,-9.96,0
10/29/07,1535.28,1544.67,1535.28,1540.98,5.7,0
10/26/07,1514.4,1535.53,1514.4,1535.28,20.88,0
10/25/07,1515.88,1523.24,1500.46,1514.4,-1.48,0
10/24/07,1519.59,1519.59,1489.56,1515.88,-3.7099999999998,0
10/23/07,1506.33,1520.01,1503.61,1519.59,13.26,0
10/22/07,1500.63,1508.06,1490.4,1506.33,5.6999999999998,0
10/19/07,1540.08,1540.08,1500.26,1500.63,-39.45,0
10/18/07,1541.24,1542.79,1531.76,1540.08,-1.1600000000001,0
10/17/07,1538.53,1550.66,1526.01,1541.24,2.71,0
10/16/07,1548.71,1548.71,1536.29,1538.53,-10.18,0
10/15/07,1561.8,1564.74,1540.81,1548.71,-13.09,0
10/12/07,1554.41,1563.03,1554.09,1561.8,7.3899999999999,0
10/11/07,1562.47,1576.09,1546.72,1554.41,-8.0599999999999,0
10/10/07,1565.15,1565.42,1555.46,1562.47,-2.6800000000001,0
10/09/07,1552.58,1565.26,1551.82,1565.15,12.57,0
10/08/07,1557.59,1557.59,1549,1552.58,-5.01,0
10/05/07,1542.84,1561.91,1542.84,1557.59,14.75,0
10/04/07,1539.59,1544.02,1537.63,1542.84,3.25,0
10/03/07,1546.63,1546.63,1536.34,1539.59,-7.0400000000002,0
10/02/07,1547.04,1548.01,1540.37,1546.63,-0.40999999999985,0
10/01/07,1526.75,1549.02,1526.75,1547.04,20.29,0
09/28/07,1531.38,1533.74,1521.99,1526.75,-4.6300000000001,0
09/27/07,1525.42,1532.46,1525.42,1531.38,5.96,0
09/26/07,1517.21,1529.39,1517.21,1525.42,8.21,0
09/25/07,1517.73,1518.27,1507.13,1517.21,-0.51999999999998,0
09/24/07,1525.75,1530.18,1516.15,1517.73,-8.02,0
09/21/07,1518.75,1530.89,1518.75,1525.75,7,0
09/20/07,1529.03,1529.14,1516.42,1518.75,-10.28,0
09/19/07,1519.78,1538.74,1519.75,1529.03,9.25,0
09/18/07,1476.65,1519.89,1476.63,1519.78,43.13,0
09/17/07,1484.25,1484.25,1471.82,1476.65,-7.5999999999999,0
09/14/07,1483.95,1485.99,1473.18,1484.25,0.29999999999995,0
09/13/07,1471.56,1489.58,1471.47,1483.95,12.39,0
09/12/07,1471.49,1479.5,1465.75,1471.56,0.069999999999936,0
09/11/07,1451.7,1472.48,1451.69,1471.49,19.79,0
09/10/07,1453.55,1462.25,1439.29,1451.7,-1.8499999999999,0
09/07/07,1478.55,1478.55,1449.07,1453.55,-25,0
09/06/07,1472.29,1481.49,1467.41,1478.55,6.26,0
09/05/07,1489.42,1489.42,1466.34,1472.29,-17.13,0
09/04/07,1473.99,1496.4,1472.15,1489.42,15.43,0
08/31/07,1457.64,1481.47,1457.61,1473.99,16.35,0
08/30/07,1463.76,1468.43,1451.25,1457.64,-6.1199999999999,0
08/29/07,1432.36,1463.76,1432.01,1463.76,31.4,0
08/28/07,1466.79,1466.79,1432.01,1432.36,-34.43,0
08/27/07,1479.37,1479.37,1465.98,1466.79,-12.58,0
08/24/07,1462.5,1479.4,1460.54,1479.37,16.87,0
08/23/07,1464.07,1472.06,1453.88,1462.5,-1.5699999999999,0
08/22/07,1447.12,1464.86,1447.03,1464.07,16.95,0
08/21/07,1445.55,1455.32,1439.76,1447.12,1.5699999999999,0
08/20/07,1445.94,1451.75,1430.54,1445.55,-0.3900000000001,0
08/17/07,1411.27,1450.33,1411.26,1445.94,34.67,0
08/16/07,1406.7,1415.97,1370.6,1411.27,4.5699999999999,0
08/15/07,1426.54,1440.78,1404.36,1406.7,-19.84,0
08/14/07,1452.92,1456.74,1426.2,1426.54,-26.38,0
08/13/07,1453.64,1466.29,1451.54,1452.92,-0.72000000000003,0
08/10/07,1453.09,1462.02,1429.74,1453.64,0.55000000000018,0
08/09/07,1497.49,1497.49,1453.09,1453.09,-44.4,0
08/08/07,1476.71,1503.89,1476.22,1497.49,20.78,0
08/07/07,1467.62,1488.3,1455.8,1476.71,9.04,0
08/06/07,1433.06,1467.67,1427.39,1467.67,34.61,0
08/03/07,1472.2,1473.23,1432.8,1433.06,-39.14,0
08/02/07,1465.81,1476.43,1460.58,1472.2,6.3900000000001,0
08/01/07,1455.27,1468.38,1439.59,1465.81,10.54,0
07/31/07,1473.91,1488.3,1454.25,1455.27,-18.64,0
07/30/07,1458.95,1477.88,1454.32,1473.91,14.96,0
